1.226433979160053589e+00,1.550033347574599318e+00
1.189349157260668477e+00,1.182908459525259026e+00
1.051324958480874816e+00,1.861838014520049711e+00
9.456775266112763534e-01,1.320087117960699885e+00
9.553087067699116419e-01,1.956977973327080900e+00
8.457737998896769360e-01,1.400318266716541693e+00
1.127143908317028265e+00,1.792657922667462600e+00
1.010240574112663214e+00,1.638406968365047067e+00
1.078502519294906925e+00,1.549278078430927241e+00
1.493950504533441137e+00,2.249408403073051677e+00
8.386096111455315638e-01,1.780792796481556195e+00
1.120858310056442875e+00,1.576106666325885142e+00
1.112199858942047648e+00,1.503622595774623427e+00
9.142815540814024367e-01,1.243077828197044044e+00
1.849789079194214647e+00,1.736702064054386208e+00
1.166751713161809256e+00,1.423011604008546094e+00
7.495373893688048739e-01,1.145539906500288030e+00
1.002137127290812613e+00,1.656581785253437022e+00
9.802419096838411727e-01,1.689744662930970698e+00
1.442704147880556453e+00,1.847518754721602985e+00
8.374546694964911664e-01,1.193107617860687641e+00
1.289487901206157083e+00,1.766327867705123289e+00
1.014787142231850403e+00,1.042874049731847164e+00
9.959287484215514352e-01,1.669613081384611730e+00
9.737977881198547347e-01,1.549812532930938680e+00
9.497959809593596869e-01,1.679121709906477244e+00
9.623666327193450831e-01,1.164983982173178001e+00
1.191061450379478304e+00,2.091053208613696146e+00
1.091939059386990873e+00,1.719382367246655274e+00
1.234577725283338978e+00,1.700441040082693256e+00
1.191106386522385208e+00,1.673967308483857774e+00
1.099582983450491547e+00,1.798181704669806980e+00
9.743332293706166158e-01,9.817088696449451923e-01
1.184632929813239643e+00,2.293212571914976294e+00
1.308099197593192375e+00,2.143423764054172231e+00
1.514791897237554252e+00,2.213467591076261787e+00
7.533380168604367766e-01,1.686604574170619042e+00
1.289987570513097426e+00,1.250238623305025998e+00
1.518633089775740963e+00,2.064559841216318858e+00
7.339301440071247518e-01,1.283107293838609220e+00
8.616146871385705897e-01,1.435084627484684683e+00
1.090451996954352243e+00,1.173152860979491674e+00
1.450476718568498136e+00,2.269011804188024062e+00
9.390760486311731103e-01,1.700066307679648725e+00
8.400404536519647802e-01,1.126167793200393064e+00
1.001870956840323679e+00,1.434152542020573406e+00
6.742484070511016725e-01,1.543769641855271324e+00
